filename,posneg,DeltaSigma,axisB,axisC,axisD,corrB,corrC,corrD
N_d100_170_170_70.csv,N,100,170,170,70,-0.8252092654873692,-0.815277390368503,-0.9496808728323572
N_d100_170_70_170.csv,N,100,170,70,170,-0.8204680533913234,-0.9500877088001165,-0.8225624082710109
N_d100_70_170_170.csv,N,100,70,170,170,-0.9450146278901115,-0.8272365155312645,-0.8263690873460433
N_d10_70_80_80.csv,N,10,70,80,80,-0.9497582810386209,-0.9389104933815371,-0.941194001385751
N_d10_80_70_80.csv,N,10,80,70,80,-0.9431309373551012,-0.945696729996288,-0.9361029809578645
N_d10_80_80_70.csv,N,10,80,80,70,-0.9365988618996751,-0.9324811535925194,-0.9442124850352467
N_d150_220_220_70.csv,N,150,220,220,70,-0.7462249985309146,-0.739122753894141,-0.9449335480434222
N_d150_220_70_220.csv,N,150,220,70,220,-0.7901950215039514,-0.9453101270887098,-0.7714644798256428
N_d150_70_220_220.csv,N,150,70,220,220,-0.9424179761665974,-0.7621552053688327,-0.7372704465709388
N_d200_270_270_70.csv,N,200,270,270,70,-0.6373013157761518,-0.6702455411812088,-0.941989228055288
N_d200_270_70_270.csv,N,200,270,70,270,-0.6767922590856588,-0.9459955628656773,-0.6511577442831373
N_d200_70_270_270.csv,N,200,70,270,270,-0.9419919226281172,-0.6403519129383153,-0.6488920139119139
N_d20_70_90_90.csv,N,20,70,90,90,-0.949749661506311,-0.9333216326234756,-0.937934136623455
N_d20_90_70_90.csv,N,20,90,70,90,-0.9291506210000476,-0.9388018360368995,-0.9270325475905966
N_d20_90_90_70.csv,N,20,90,90,70,-0.9333302784683092,-0.9313586551909234,-0.9425567709874926
N_d2_70_72_72.csv,N,2,70,72,72,-0.948820325078961,-0.9483909438362325,-0.9429584565287695
N_d2_72_70_72.csv,N,2,72,70,72,-0.9395950269228741,-0.9437281051503364,-0.9452802949573549
N_d2_72_72_70.csv,N,2,72,72,70,-0.944308210159017,-0.9478689634752987,-0.9518229176350215
N_d30_100_100_70.csv,N,30,100,100,70,-0.9205317418218808,-0.9280968263791871,-0.9496432174604652
N_d30_100_70_100.csv,N,30,100,70,100,-0.9296177149060996,-0.9481380717131614,-0.9143666976843187
N_d30_70_100_100.csv,N,30,70,100,100,-0.9555223589324109,-0.9243855020371359,-0.9203935846827603
N_d3_70_73_73.csv,N,3,70,73,73,-0.9389871693768849,-0.9437737148343291,-0.9511825131705881
N_d3_73_70_73.csv,N,3,73,70,73,-0.9352136475970921,-0.9432575322917409,-0.9502981122769356
N_d3_73_73_70.csv,N,3,73,73,70,-0.9407332375486372,-0.9395246896499329,-0.9406233792420814
N_d40_110_110_70.csv,N,40,110,110,70,-0.9116129634562308,-0.898538975389936,-0.9524734212540265
N_d40_110_70_110.csv,N,40,110,70,110,-0.9022826995911178,-0.9424145612176452,-0.9020641553517355
N_d40_70_110_110.csv,N,40,70,110,110,-0.95210310848236,-0.905918702572597,-0.9036827832900479
N_d4_70_74_74.csv,N,4,70,74,74,-0.9439882127398547,-0.9366835719260536,-0.9488916674433336
N_d4_74_70_74.csv,N,4,74,70,74,-0.9456547049982642,-0.9487388557861184,-0.9380061787620496
N_d4_74_74_70.csv,N,4,74,74,70,-0.9515723062765951,-0.9407970659815096,-0.9493485373530275
N_d50_120_120_70.csv,N,50,120,120,70,-0.8996993344246713,-0.9038570746847712,-0.9458131736703943
N_d50_120_70_120.csv,N,50,120,70,120,-0.895344361394337,-0.9518594441508575,-0.9017295752344103
N_d50_70_120_120.csv,N,50,70,120,120,-0.9469504087388829,-0.8993192857656555,-0.9081549570555955
N_d5_70_75_75.csv,N,5,70,75,75,-0.951221728049701,-0.943623905302943,-0.9485376167326763
N_d5_75_70_75.csv,N,5,75,70,75,-0.9388612676500449,-0.9492726686638947,-0.9367167675313113
N_d5_75_75_70.csv,N,5,75,75,70,-0.9349973302646035,-0.9405502128312911,-0.9460417385795663
N_d60_130_130_70.csv,N,60,130,130,70,-0.9027873177939026,-0.8868042470413711,-0.9439818135038993
N_d60_130_70_130.csv,N,60,130,70,130,-0.8806602735046474,-0.9377561013921076,-0.8919503857204146
N_d60_70_130_130.csv,N,60,70,130,130,-0.9541915687858863,-0.8914025055638778,-0.893908899387836
N_d6_70_76_76.csv,N,6,70,76,76,-0.9490931171595094,-0.9408691066929431,-0.9485843978161802
N_d6_76_70_76.csv,N,6,76,70,76,-0.9452017490162845,-0.9494315173379057,-0.9503160592288165
N_d6_76_76_70.csv,N,6,76,76,70,-0.9396613268706528,-0.9439913824080526,-0.9474860314011193
N_d70_140_140_70.csv,N,70,140,140,70,-0.8772695126988674,-0.8664880865792877,-0.9468174299741189
N_d70_140_70_140.csv,N,70,140,70,140,-0.8912665234345797,-0.9459241606631184,-0.8623378667072219
N_d70_70_140_140.csv,N,70,70,140,140,-0.9447987195109779,-0.8730535061772025,-0.8631985588359669
N_d7_70_77_77.csv,N,7,70,77,77,-0.9525543853220445,-0.9311074544514643,-0.9296203204957838
N_d7_77_70_77.csv,N,7,77,70,77,-0.9450238763181076,-0.9503027125661991,-0.9501890406006751
N_d7_77_77_70.csv,N,7,77,77,70,-0.9478517400886105,-0.939465418583701,-0.9444034681353758
N_d80_150_150_70.csv,N,80,150,150,70,-0.8407306581161674,-0.8499330580245928,-0.9422235710808191
N_d80_150_70_150.csv,N,80,150,70,150,-0.8700016665675033,-0.9457904552279932,-0.8626551478280081
N_d80_70_150_150.csv,N,80,70,150,150,-0.9429115022260123,-0.8553536392120983,-0.8658250984754579
N_d8_70_78_78.csv,N,8,70,78,78,-0.9544207411573701,-0.9393080616540874,-0.9404602217478002
N_d8_78_70_78.csv,N,8,78,70,78,-0.9333238195034584,-0.9427606684059341,-0.9356273223056912
N_d8_78_78_70.csv,N,8,78,78,70,-0.9355275245877617,-0.9317974111211222,-0.9436347322179355
N_d90_160_160_70.csv,N,90,160,160,70,-0.8196192370392476,-0.8440494739370512,-0.9386930261410291
N_d90_160_70_160.csv,N,90,160,70,160,-0.8399494098531516,-0.939113397869037,-0.8651194183912703
N_d90_70_160_160.csv,N,90,70,160,160,-0.9535472625475202,-0.8475492211631805,-0.832038220539562
N_d9_70_79_79.csv,N,9,70,79,79,-0.9452006938035205,-0.9370653582714501,-0.9417662762157537
N_d9_79_70_79.csv,N,9,79,70,79,-0.9373157355584384,-0.9513676737907885,-0.9376566040867944
N_d9_79_79_70.csv,N,9,79,79,70,-0.9344242200782619,-0.937284844772331,-0.9451613832078919
P_d100_170_170_70.csv,P,100,170,170,70,0.8216053648384651,0.8085708093578797,0.9417869565052083
P_d100_170_70_170.csv,P,100,170,70,170,0.8199922174505803,0.9481822190568681,0.8391169511286362
P_d100_70_170_170.csv,P,100,70,170,170,0.9471423860569738,0.8345128182958189,0.8122657112296469
P_d10_70_80_80.csv,P,10,70,80,80,0.9479888829614025,0.9282951333327367,0.9296313391828416
P_d10_80_70_80.csv,P,10,80,70,80,0.9394466723822072,0.9525370783512445,0.9369840447732235
P_d10_80_80_70.csv,P,10,80,80,70,0.9386739317038683,0.9404035950771457,0.9478179669430974
P_d150_220_220_70.csv,P,150,220,220,70,0.7664941878679578,0.7619515093800786,0.9472894460005477
P_d150_220_70_220.csv,P,150,220,70,220,0.7327912917696973,0.9465111222655148,0.7451844648815596
P_d150_70_220_220.csv,P,150,70,220,220,0.9442329584637197,0.7232942266007655,0.7230401337579245
P_d200_270_270_70.csv,P,200,270,270,70,0.6319291864988931,0.6905324053967183,0.947393978559307
P_d200_270_70_270.csv,P,200,270,70,270,0.6361942089666021,0.9500628980795615,0.6830510253099328
P_d200_70_270_270.csv,P,200,70,270,270,0.948868805382344,0.6790402002760138,0.6243761122062822
P_d20_70_90_90.csv,P,20,70,90,90,0.9556581711886777,0.9223725439616299,0.9328821743962583
P_d20_90_70_90.csv,P,20,90,70,90,0.929280432143704,0.9514575815312263,0.9327096834718854
P_d20_90_90_70.csv,P,20,90,90,70,0.928987663476369,0.9347839622657694,0.9428008277788922
P_d2_70_72_72.csv,P,2,70,72,72,0.9504097354831613,0.9536964159797582,0.9427036578745027
P_d2_72_70_72.csv,P,2,72,70,72,0.941483807240835,0.9531999256184163,0.944800498312612
P_d2_72_72_70.csv,P,2,72,72,70,0.9412810774998782,0.9406775832218863,0.9506467393303433
P_d30_100_100_70.csv,P,30,100,100,70,0.9070720091860304,0.9161497903579556,0.9429154488899395
P_d30_100_70_100.csv,P,30,100,70,100,0.9249699289381301,0.94120099059317,0.9178278468919977
P_d30_70_100_100.csv,P,30,70,100,100,0.9407992859884086,0.9214258253339686,0.9163979967811481
P_d3_70_73_73.csv,P,3,70,73,73,0.9489057686471224,0.9422752081340307,0.9439542067195195
P_d3_73_70_73.csv,P,3,73,70,73,0.9386106058512458,0.9446316636602949,0.9377791715790841
P_d3_73_73_70.csv,P,3,73,73,70,0.9471360087255112,0.9520733322636689,0.9458969721283164
P_d40_110_110_70.csv,P,40,110,110,70,0.9025817495627676,0.9146327998935823,0.9466963921607735
P_d40_110_70_110.csv,P,40,110,70,110,0.8925463931393204,0.9450121448906043,0.9193361738588258
P_d40_70_110_110.csv,P,40,70,110,110,0.9430930049502247,0.9004898169730311,0.9167615622528503
P_d4_70_74_74.csv,P,4,70,74,74,0.9505460206772632,0.937783390604493,0.9401795943733346
P_d4_74_70_74.csv,P,4,74,70,74,0.9501504416803157,0.9423309367620857,0.9408175458422644
P_d4_74_74_70.csv,P,4,74,74,70,0.9484928057202546,0.9401154521744599,0.9427114738023619
P_d50_120_120_70.csv,P,50,120,120,70,0.8991077108854449,0.9086241852672704,0.945937997067768
P_d50_120_70_120.csv,P,50,120,70,120,0.8988941959741185,0.9558615261548572,0.8966724236384821
P_d50_70_120_120.csv,P,50,70,120,120,0.9511329693742219,0.9042624945501799,0.9109789980609141
P_d5_70_75_75.csv,P,5,70,75,75,0.949390864635735,0.9376168993951324,0.9492335847611223
P_d5_75_70_75.csv,P,5,75,70,75,0.9393899571721055,0.9466431298243856,0.9428068541419128
P_d5_75_75_70.csv,P,5,75,75,70,0.9365952215765281,0.9453356890373694,0.9548373200762919
P_d60_130_130_70.csv,P,60,130,130,70,0.8956149128389975,0.8965946722107736,0.9536517776240623
P_d60_130_70_130.csv,P,60,130,70,130,0.890256378440357,0.9496397919997295,0.8890920232832569
P_d60_70_130_130.csv,P,60,70,130,130,0.943943423209372,0.9069695004242959,0.8955998837913182
P_d6_70_76_76.csv,P,6,70,76,76,0.9454436895416948,0.9382961830224718,0.9453342757732371
P_d6_76_70_76.csv,P,6,76,70,76,0.9519066783693645,0.9464185895245609,0.944310379781598
P_d6_76_76_70.csv,P,6,76,76,70,0.9451466245796756,0.945825537565659,0.9479027259585714
P_d70_140_140_70.csv,P,70,140,140,70,0.8853478173515745,0.856233580324494,0.9448164827463063
P_d70_140_70_140.csv,P,70,140,70,140,0.8802939540083347,0.9460308540225506,0.8809745005109636
P_d70_70_140_140.csv,P,70,70,140,140,0.9516370138767262,0.8787391930278563,0.8698051339664042
P_d7_70_77_77.csv,P,7,70,77,77,0.9458660262381301,0.9440913343950039,0.9365957325893383
P_d7_77_70_77.csv,P,7,77,70,77,0.9457930478202349,0.9523082732614438,0.9442271944560904
P_d7_77_77_70.csv,P,7,77,77,70,0.9443449840062403,0.9318045997503417,0.9416841450886672
P_d80_150_150_70.csv,P,80,150,150,70,0.8517498135829614,0.8527999938028717,0.9486224450103794
P_d80_150_70_150.csv,P,80,150,70,150,0.8581111831254766,0.9585092718212351,0.8550580384668518
P_d80_70_150_150.csv,P,80,70,150,150,0.9364296443152736,0.8582441728149882,0.872132174123976
P_d8_70_78_78.csv,P,8,70,78,78,0.9494787742508853,0.9430597353788764,0.9437964616723646
P_d8_78_70_78.csv,P,8,78,70,78,0.9411653369522568,0.9491836399113843,0.9352976676428577
P_d8_78_78_70.csv,P,8,78,78,70,0.9427427349751771,0.9477949692833748,0.9530138479986475
P_d90_160_160_70.csv,P,90,160,160,70,0.8326851502167122,0.8679590972095134,0.9335119589688883
P_d90_160_70_160.csv,P,90,160,70,160,0.8538085227295676,0.9476700936636107,0.8586998463359445
P_d90_70_160_160.csv,P,90,70,160,160,0.9437942578717317,0.8525187752227853,0.8537597974589635
P_d9_70_79_79.csv,P,9,70,79,79,0.9549184184979741,0.9427261854127978,0.94688620971228
P_d9_79_70_79.csv,P,9,79,70,79,0.937499797186491,0.9457725020121656,0.9365625337660869
P_d9_79_79_70.csv,P,9,79,79,70,0.9456335362131962,0.9381046131487466,0.9495994702192952
